acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.006959999999999999,"['Linkin Park', 'Aceyalone', 'Chairman Hahn']",0.58,252307,0.982,0,75Wz8eZhn2xBHFUGyJgHQP,4.82e-06,4,0.165,-3.428,0,Wth>You (Chairman Hahn Reanimation) [feat. Aceyalone],40,2002-07-29,0.0729,98.189,0.51,2002
0.431,['Johnny Cash'],0.721,167667,0.613,0,1EYl3ASOxlK4Fk4Q1bhDh4,0.0005650000000000001,9,0.205,-9.26,1,The One on the Right Is on the Left,46,2002-02-12,0.0302,98.477,0.812,2002
0.509,['The Devil Makes Three'],0.596,211853,0.421,0,2HQquLMRNLcpGzgIk6Jh0j,0.0,9,0.132,-8.74,0,Chained to the Couch,43,2002-11-01,0.031,86.925,0.466,2002
0.54,['Annette Moreno'],0.6629999999999999,257541,0.599,0,6TrOtt73srzAIeKeNQBMUO,0.0444,4,0.0914,-6.808,0,Un Angel Llora,54,2002-01-01,0.0258,123.988,0.239,2002
0.159,['Yoskar Sarante'],0.93,244133,0.635,0,2ToTCM42XytROqwKptTeqN,8.85e-06,1,0.063,-6.045,1,Guitarra,44,2002-06-25,0.0369,120.088,0.8140000000000001,2002
0.07400000000000001,['Los Invasores De Nuevo León'],0.863,185640,0.68,0,4AplGNlqrFDyxkCM27gSCl,2.79e-05,8,0.0847,-8.419,1,Ni Dada La Quiero,47,2002-01-01,0.107,113.138,0.966,2002
0.0984,['George Harrison'],0.626,244827,0.68,0,0IF7XHfvCoEkabkVvaLvv4,0.00116,0,0.329,-6.834,1,Stuck Inside A Cloud,47,2002-11-19,0.0231,97.216,0.456,2002
0.235,['Rilo Kiley'],0.544,271800,0.443,0,1B7SCDviw3UgQ7xTXWh1qL,0.000225,7,0.0394,-8.995,1,The Good That Won't Come Out,42,2002-10-01,0.0341,168.52599999999995,0.29600000000000004,2002
0.46,['Dixie Chicks'],0.616,220855,0.7240000000000001,0,1DtQWgLprt0aNPKYymhVCy,8.85e-06,9,0.388,-6.2479999999999976,1,"Tortured, Tangled Hearts",44,2002-07-26,0.0284,123.996,0.713,2002
0.0398,['Jennifer Lopez'],0.741,222040,0.575,0,7AUfOfYTfiHhgg2Pw1aTpw,0.127,10,0.0853,-5.416,0,I'm Glad,47,2002-11-19,0.0555,93.992,0.345,2002
0.000551,['3 Doors Down'],0.27,236867,0.7340000000000001,0,0oNiYKgINhqhPuwE9LTlj1,0.0,2,0.0767,-5.795,0,Changes,44,2002-11-12,0.0436,160.863,0.208,2002
0.000156,['Otep'],0.605,261680,0.998,1,7J9tkRgN26YmIHXl4fnVlp,0.784,1,0.217,-3.818,0,Battle Ready,44,2002-01-01,0.0843,106.815,0.0618,2002
0.00109,['Foo Fighters'],0.501,467627,0.8590000000000001,0,6FIJGWyovgbmDkjMp6a5x7,0.0837,1,0.0646,-5.799,0,Come Back,50,2002-10-22,0.0464,89.03,0.223,2002
0.000382,['Finch'],0.411,169760,0.8370000000000001,0,0XxaJChXTfqNkIOqlYmNOw,0.0,1,0.434,-5.41,1,Post Script,41,2002-01-01,0.0429,100.032,0.289,2002
2.23e-05,['Stone Sour'],0.265,193533,0.957,1,2hX2v0U5lKSlxVxnesLEak,0.0291,11,0.105,-3.415,1,Get Inside,47,2002-08-19,0.0995,151.61,0.396,2002
0.073,['Chayanne'],0.7,217427,0.967,0,709CndJJB3GTUhQD0LLFse,0.0,8,0.333,-3.462,0,Torero,60,2002,0.0463,136.045,0.962,2002
0.0376,"['Linkin Park', 'Stephen Richards']",0.556,277973,0.774,0,1oWnt2RJ2yC8kTkxLHcL1x,0.00315,3,0.0538,-6.3420000000000005,0,P5hng Me A*wy (Mike Shinoda Reanimation) [feat. Stephen Richards],40,2002-07-29,0.0419,103.188,0.614,2002
0.171,['Keith Urban'],0.6559999999999999,255747,0.792,0,3fFSBcjVJn6POSCOdm20H0,0.0016,2,0.0357,-6.65,1,Who Wouldn't Wanna Be Me,42,2002-01-01,0.039,119.791,0.885,2002
0.6579999999999999,['Dixie Chicks'],0.503,254052,0.242,0,6bRT1zoCrrdimCPlAXqi42,2.07e-06,0,0.36,-8.743,1,I Believe in Love,44,2002-07-26,0.028,75.943,0.333,2002
0.759,['Johnny Cash'],0.657,226893,0.624,0,279x1F6k9RLQ6qtCAgQTV7,0.0,10,0.966,-7.789,1,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",44,2002-02-12,0.112,101.898,0.89,2002
0.0973,"['The Band', 'Van Morrison']",0.343,372000,0.965,0,4XV9FR6vA82YRvHRYn7jPP,0.0584,7,0.967,-5.318,1,Caravan (feat. Van Morrison) - Concert Version,43,2002-12-16,0.151,164.885,0.544,2002
0.525,"[""Los Baby's""]",0.627,178680,0.3670000000000001,0,6ZSHgXodh3huSt8f78zg1K,0.0,10,0.299,-9.498,0,Como sufro,52,2002-09-30,0.0451,104.391,0.593,2002
0.00232,['Nightmares On Wax'],0.764,332853,0.521,0,57sa60SXzxzxcSZogh0j60,0.000411,7,0.0751,-11.174,1,70s 80s,50,2002-09-02,0.0937,174.009,0.512,2002
0.8420000000000001,['Jay Chou'],0.52,231467,0.459,0,7aGklaoRXNcuufJQGsly0X,0.0,11,0.0852,-7.017,1,回到過去,51,2002-07-30,0.0295,170.15400000000002,0.187,2002
0.705,"['Renée Zellweger', 'John C. Reilly', 'Colm Feore', 'Taye Diggs']",0.348,219307,0.222,0,5uryqFuYGHHMkEFQGHoCsU,0.0,8,0.122,-12.379,1,Funny Honey,45,2002-11-08,0.0569,84.001,0.5,2002
0.00935,['Joey Ramone'],0.422,143360,0.878,0,04cdEVbQPb8BJb7593e5fO,0.332,5,0.201,-4.863,1,What a Wonderful World,54,2002-02-19,0.0442,84.044,0.496,2002
0.11,['Geovanny Polanco'],0.785,270093,0.845,0,6xDH1AopZEPEAyVR1Ji9In,5.78e-05,9,0.0426,-5.559,0,La Historia De Un Gran Amor,43,2002,0.0597,149.707,0.877,2002
0.564,['Toby Love'],0.757,243000,0.5720000000000001,0,3kP4gBaDZbTd2CEvroYsdf,2e-06,8,0.233,-6.563,1,Tengo un Amor,44,2002-11-06,0.0302,134.002,0.937,2002
0.802,['Disney Studio Chorus'],0.542,284267,0.401,0,2oj1WfUGiBa8eCyMx5D3I5,5.9e-05,0,0.442,-14.911,1,"Yo, Ho! (A Pirate's Life For Me) - From ""Pirates of the Caribbean""",42,2002-08-20,0.313,112.825,0.325,2002
0.284,['India.Arie'],0.691,209853,0.472,0,4C8bbFSl37YUCoVeyr3Fl3,1.7800000000000002e-05,9,0.101,-10.168,0,The Truth,46,2002-09-24,0.196,95.83,0.29100000000000004,2002
0.0367,['Brian McKnight'],0.741,248240,0.4370000000000001,0,4geR2biU0ogmJgtIhzqUA8,0.00184,3,0.0496,-8.19,0,Anytime,40,2002-11-05,0.0314,129.89600000000002,0.5329999999999999,2002
0.963,['Fernando Ortega'],0.438,305107,0.0356,0,2G2b5w0IiHWmvS68wlJHuZ,2.45e-06,1,0.115,-21.149,1,Jesus Paid It All,44,2002-02-05,0.0335,70.994,0.392,2002
0.6609999999999999,['The Suitcase Junket'],0.45,207160,0.214,0,7fYBcsjKuECo0OFjWPCSwM,0.0581,3,0.111,-13.269,1,The Rain,43,2002,0.0293,142.526,0.162,2002
0.38,['Avenged Sevenfold'],0.614,259800,0.636,0,018zT8xThRbMH2QeUoMlKQ,0.00459,7,0.1,-5.634,1,Warmness On The Soul,49,2002-03-19,0.0287,117.966,0.308,2002
0.114,['Kirk Franklin'],0.623,307733,0.969,0,2TkXzFSgJrQAo6kREm9z8f,3.9e-06,0,0.764,-5.517,1,Hosanna,45,2002-02-19,0.188,122.035,0.264,2002
0.536,"['Edgar Joel', 'Anthony Colon']",0.586,281960,0.7609999999999999,0,5WclvUYBMB0461AqVf2SNm,0.000155,2,0.104,-9.438,1,Hasta El Sol De Hoy,52,2002-12-10,0.0321,167.972,0.828,2002
0.000273,['Filter'],0.501,334933,0.785,0,4T1Dz6BRAxk1BnSXxsbxGA,0.0128,7,0.36,-6.205,1,Where Do We Go From Here,45,2002-07-30,0.0329,94.109,0.21,2002
0.18,['Bone Thugs-N-Harmony'],0.778,318133,0.863,1,0UTXxfjK3aLg6YYZ7l6mZI,0.0326,8,0.11,-6.948,1,Home,43,2002-10-29,0.0512,118.758,0.665,2002
0.179,['Leo Dan'],0.607,183640,0.35700000000000004,0,2D7QsEzkNUzzFKqIFmvXcY,0.0,9,0.0571,-7.282999999999999,1,Esa Pared,51,2002-08-01,0.0317,107.362,0.736,2002
0.0765,['Panteon Rococo'],0.545,206600,0.943,0,2HZ9lGdprVT5XpOUf12h4z,0.0106,0,0.0442,-5.4,1,Esta Noche,61,2002-04-30,0.0875,190.053,0.6940000000000001,2002
0.0332,['The Flaming Lips'],0.589,271467,0.848,0,4xTaOn06UiRHkq2ZUjWIqI,0.0648,5,0.0486,-6.954,1,Ego Tripping at the Gates of Hell,43,2002-05-13,0.0516,87.553,0.8540000000000001,2002
0.624,['Fra Lippo Lippi'],0.6579999999999999,227840,0.51,0,0ruaKNagIPtBbZSDErugr7,0.0,10,0.162,-7.516,1,Later,58,2002-01-01,0.0241,99.964,0.362,2002
0.0441,['Fantasy Project feat. NDA'],0.647,163074,0.984,0,4vFX0oXbHfwfbtZ6lN27zK,0.12,5,0.247,-6.435,0,Dam Dadi Doo - Nightcore Single Mix,49,2002,0.0586,172.655,0.644,2002
0.7070000000000001,['Valentín Elizalde'],0.5770000000000001,235520,0.473,0,2YBcpGHHvg9vfCosDvTeal,0.0,10,0.501,-5.107,1,Aca Entre Nos,49,2002-01-01,0.0685,131.601,0.928,2002
0.299,['Elefante'],0.621,215093,0.879,0,35FN09m6f6QFTH8AETRWJ5,3.29e-06,5,0.158,-5.081,0,El Abandonao - Versión Censurada,54,2002-08-30,0.0378,95.991,0.965,2002
0.54,['Ms. Lauryn Hill'],0.65,310733,0.428,0,5KZwRD3KklSP73jnLoNWtF,0.0,2,0.7709999999999999,-10.998,0,Mystery of Iniquity - Live,44,2002-05-07,0.6990000000000001,74.3,0.626,2002
0.442,['Los Diablitos'],0.6659999999999999,275627,0.769,0,7E9NAI3oX8C8TDelKR179x,0.0,7,0.22,-3.786,1,Los Caminos De La Vida,54,2002,0.0418,152.248,0.946,2002
0.746,['Howard Shore'],0.0829,245533,0.301,0,1mJxXKuqwo0TBwf13vBUKH,0.851,7,0.112,-14.300999999999998,1,The Riders of Rohan,50,2002-12-02,0.0418,171.28799999999995,0.0752,2002
0.0767,['N.E.R.D'],0.662,259493,0.934,1,2OQfyddAKv4FyelDJjGNHH,0.0,4,0.332,-4.545,0,Rockstar,48,2002-03-12,0.141,92.08,0.61,2002
0.00132,['Audioslave'],0.353,303400,0.705,0,5mT8aQv538JCa51xF7K5RX,1.34e-06,0,0.115,-4.776,1,Light My Way,45,2002-11-17,0.0362,81.527,0.447,2002
0.019,['The Zutons'],0.342,236267,0.873,0,5wswaHYtytE9CZFncBwWPF,2.2e-05,5,0.16399999999999998,-3.152,0,Valerie,42,2002,0.0414,168.74,0.85,2002
0.319,['Railroad Earth'],0.4920000000000001,328800,0.818,0,1rbVHN9kCEauy7JQ1QnvHa,0.00361,9,0.199,-6.0829999999999975,1,Bird In A House,40,2002,0.0322,156.613,0.742,2002
0.125,"['Nas', 'Jully Black']",0.602,281400,0.782,1,4Za5o41uSPxPDrAs66rTVc,0.0,6,0.189,-6.47,0,Heaven (feat. Jully Black),46,2002-12-13,0.249,79.862,0.654,2002
0.17,['Los Cuates de Sinaloa'],0.6579999999999999,154720,0.623,0,4ySVyNyHQF1lp2rNnS69GJ,0.0,5,0.112,-6.811,1,Niña Coqueta,42,2002-07-01,0.0323,78.312,0.843,2002
0.918,['Johnny Cash'],0.4920000000000001,192573,0.266,0,58QomoMiMPhWfZwrqOmUt0,0.0,9,0.145,-11.946,1,Desperado,46,2002-01-01,0.0339,125.892,0.344,2002
0.324,['Thievery Corporation'],0.74,230267,0.589,0,6vxkqv1JheZ13gppcxHRXO,0.00785,10,0.108,-5.33,0,The Richest Man In Babylon,48,2002,0.0368,91.997,0.893,2002
0.535,['Chicago'],0.593,230933,0.562,0,1sUQJeihi2iSAQOXtxRjkz,0.0,6,0.13,-7.393,1,You're the Inspiration,45,2002-07-02,0.0274,74.031,0.314,2002
0.00103,['The Goo Goo Dolls'],0.42,189547,0.895,0,4u0mNH2fqIoeeyGff3NLrx,0.000207,3,0.35600000000000004,-4.155,1,Big Machine,43,2002-04-08,0.0614,108.832,0.5770000000000001,2002
0.181,"['Linkin Park', 'Zion I']",0.6409999999999999,260747,0.902,0,5o8D9iumZKT9hHPzhh8viT,0.0,1,0.654,-7.068,1,Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion],40,2002-07-29,0.18,133.273,0.524,2002
0.00533,['Taking Back Sunday'],0.269,239013,0.7340000000000001,0,2y5TYlEVwL9OZM2dnakwiv,0.0,4,0.0564,-5.482,0,Ghost Man On Third,41,2002-03-26,0.041,150.16299999999995,0.316,2002
0.0314,['Taking Back Sunday'],0.264,215427,0.7829999999999999,0,3ngTtLHfi6a7hBvFOYsD2w,0.0,0,0.469,-6.035,1,Bike Scene,41,2002-03-26,0.0455,91.81,0.32,2002
0.138,['Los Invasores De Nuevo León'],0.885,182200,0.456,0,5S26gp6JrEpG9JW1zFinAB,0.0002220000000000001,10,0.0447,-15.077,1,Eslabón Por Eslabón,49,2002-01-01,0.0945,112.159,0.965,2002
0.0193,['El-P'],0.523,227133,0.932,1,4E16oyd1iGXunYZxMj6YNy,1.56e-05,5,0.1,-4.995,1,Deep Space 9mm,44,2002,0.287,113.721,0.626,2002
0.125,['Dierks Bentley'],0.528,228438,0.871,0,3bvr2R5FUjrC3orh47Qe5V,0.0,9,0.23,-8.01,1,How Am I Doin',42,2003-01-01,0.122,181.903,0.675,2003
0.125,['Beyoncé'],0.711,260200,0.454,0,1qgNiHh7QoSgzoFZEPwPNm,2.15e-06,0,0.071,-6.485,0,Be With You,43,2003-06-24,0.0904,74.928,0.782,2003
0.331,['Muddy Waters'],0.333,292373,0.603,0,2PatEYrrVBNx5LPjTL2ruP,0.0268,0,0.982,-8.339,1,Champagne & Reefer - Live,47,2003-09-02,0.17600000000000002,207.8,0.525,2003
0.123,['Los Nietos'],0.79,238120,0.526,0,27188WhdFnBQXf1MzjIIAS,0.0,11,0.0835,-6.978,1,Coqueta,50,2003-01-01,0.028,94.872,0.748,2003
0.118,"[""Los Player's""]",0.526,149420,0.682,0,34AiUmehAG6OuMpa3efrZg,5.85e-05,11,0.517,-6.392,1,Tu Mirada,43,2003-01-01,0.0363,140.395,0.894,2003
0.71,"['Stephen Schwartz', 'Idina Menzel', 'Stephen Oremus', 'Alex Lacamoire']",0.35200000000000004,211573,0.546,0,7BYVb8ueEqGvcnPJWXihSt,0.0,11,0.105,-6.768,1,"No Good Deed - From ""Wicked"" Original Broadway Cast Recording/2003",42,2003-01-01,0.0384,114.814,0.274,2003
0.479,['Lotus '],0.41,856653,0.399,0,6aG9xp2yV5mgPxKMpGb86v,0.84,0,0.0888,-13.125,1,Umbilical Moonrise,42,2003-01-01,0.0335,92.567,0.277,2003
0.0258,['The Mars Volta'],0.183,380467,0.956,0,310CmUstbdDdogxSO340qU,0.00323,6,0.612,-2.514,0,Eriatarka,46,2003-01-01,0.165,158.028,0.275,2003
0.486,['Banda Pequeños Musical'],0.62,219000,0.674,0,25u0N5QR0g7mLPz4AEvnVh,0.0,5,0.4370000000000001,-6.474,1,Mentira,41,2003-01-01,0.0632,80.062,0.726,2003
0.0495,"['Lumidee', 'Busta Rhymes', 'Fabolous']",0.573,212277,0.662,0,7h4T9TmS2uxOHYGOrc6wSM,0.000136,0,0.0724,-7.148,1,"Never Leave You (Uh Oooh, Uh Oooh) - Uh Oooh Remix",50,2003-01-01,0.337,199.208,0.805,2003
0.135,['Counting Crows'],0.527,232240,0.938,0,1EKhZRURaeTNo4AN4I4luS,1.69e-06,4,0.161,-5.3660000000000005,1,Einstein On The Beach (For An Eggman),41,2003-01-01,0.112,147.079,0.68,2003
0.723,"['Wolfgang Amadeus Mozart', 'The English Concert', 'Andrew Manze']",0.39,468133,0.0432,0,4GRDiNU8fkizXz4rDX9gS5,0.000303,6,0.108,-24.344,1,"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: I. Allegro",53,2003,0.0506,147.436,0.326,2003
0.219,['Nicky Jam'],0.825,179093,0.936,0,634SIK3O65qhslx5DLX44X,0.0,6,0.0572,-4.148,1,Me Voy Pa'l Party,52,2003-08-05,0.0435,95.033,0.78,2003
0.287,['David Allan Coe'],0.349,158600,0.5760000000000001,0,6teK395xJoARA0vVYXEfH5,0.0,10,0.6559999999999999,-8.383,1,Time Off For Bad Behavior,42,2003-04-08,0.115,167.62099999999995,0.644,2003
0.87,['Danny Wright'],0.339,160253,0.235,0,3C9oV51pSbrOJqcTrMdVyw,0.928,7,0.104,-16.917,1,Forrest Gump Suite,50,2003-03-11,0.0343,139.118,0.157,2003
0.0168,['Club Nouveau'],0.748,294947,0.629,0,3Xc9bjr5C5xQBi7g535otV,0.0,0,0.0991,-8.42,1,Lean on Me - Rerecorded,44,2003-09-30,0.066,182.448,0.919,2003
0.00209,['Britney Spears'],0.7090000000000001,223760,0.565,0,1lK5iIMKifrxERzS3iimJH,0.0125,5,0.0901,-6.395,0,Breathe on Me,52,2003-11-13,0.0471,112.203,0.5710000000000001,2003
0.473,['Howard Shore'],0.175,250040,0.399,0,2pSMjadGmWcUbIF5eqLUxE,0.959,4,0.0799,-14.865,0,The Battle of the Pelennor Fields,51,2003-11-24,0.0501,120.942,0.069,2003
3.01e-06,['Saosin'],0.388,158360,0.961,0,3y5f6SfCuDjYOzeSbKP72p,0.00131,4,0.215,-2.895,0,3rd Measurement In C,45,2003-06-17,0.0753,104.91,0.149,2003
0.259,"[""Blackmore's Night""]",0.711,216280,0.5539999999999999,0,0BF04q5kqVzOkLNqTAi5bk,3.39e-05,7,0.0832,-5.109,1,Loreley,48,2003-06-30,0.0347,114.967,0.746,2003
7.759999999999999e-05,['Soilwork'],0.368,225933,0.949,0,3yPQrLnNIthn4I5wQ51X26,0.00429,2,0.0341,-6.178,1,Distortion Sleep,53,2003-04-21,0.141,160.27,0.34700000000000003,2003
0.272,['Frankie Valli'],0.446,212627,0.489,0,2cqVnbTiYgdun186IbDRwm,0.0,11,0.16,-10.26,0,My Eyes Adored You,47,2003-01-14,0.033,137.829,0.396,2003
0.126,['Ha*Ash'],0.6679999999999999,241160,0.7759999999999999,0,7pZzzxLTZepcPfHIHI7JlG,2.52e-05,1,0.342,-8.257,1,Estés Donde Estés,60,2003-04-04,0.0322,132.971,0.818,2003
0.321,['Grateful Dead'],0.608,250400,0.483,0,1UyHKeQGn55FpfwIm8H5cM,6.440000000000001e-05,7,0.556,-11.395,1,Ripple - 2001 Remaster,42,2003-09-16,0.0328,126.648,0.7170000000000001,2003
0.048,['The Offspring'],0.636,204240,0.906,1,2mZ2h6VPJK2Xf2Nkik5r65,0.0,8,0.108,-5.059,1,Spare Me The Details,53,2003-12-09,0.0346,146.404,0.973,2003
0.00589,['David Crowder Band'],0.5489999999999999,348400,0.728,0,2iFqa5oxkAE3eJor4tVE8v,0.0,10,0.0884,-5.682,1,O Praise Him (All This For A King),42,2003-01-01,0.0401,115.029,0.253,2003
0.43,['Ludacris'],0.764,252840,0.622,1,1AcKboMkn1HekyJSlKKEc3,0.0,11,0.14400000000000002,-6.355,0,Diamond In The Back,42,2003-01-01,0.249,161.486,0.6709999999999999,2003
0.0556,['50 Cent'],0.8059999999999999,255667,0.847,1,0V4Aj5UcrbOeTsQAXziygL,0.0,11,0.0617,-1.788,1,U Not Like Me,42,2003-02-06,0.317,91.449,0.8320000000000001,2003
0.14300000000000002,['Obie Trice'],0.908,193000,0.738,1,6uzesxG4dlBg3faZmzL6Qs,0.0,1,0.0829,-4.933,1,The Setup,51,2003-01-01,0.271,95.954,0.79,2003
0.00213,['4 Strings'],0.617,190427,0.79,0,0EcH1iItB5rVIZaaiQMbsG,0.0455,3,0.159,-6.983,0,Take Me Away (Into The Night) - Vocal Radio Mix,56,2003-04-22,0.0365,138.004,0.267,2003
3.88e-06,['Mushroomhead'],0.479,224960,0.944,0,2bfxvsdvxPgyL7SoBp1934,0.8690000000000001,11,0.295,-4.164,1,Kill Tomorrow,45,2003-01-01,0.105,144.57299999999995,0.4320000000000001,2003
0.0242,"['The Diplomats', 'Cam’ron', 'Jim Jones', 'Juelz Santana']",0.368,281573,0.909,1,1Z5kIJ1ZKzVFSJXG1Y5zFb,0.0,1,0.337,-2.695,1,I'm Ready,43,2003-01-01,0.235,166.645,0.627,2003
0.189,"['Chingy', 'Jermaine Dupri', 'Trina']",0.863,222627,0.747,1,2grJZhuW8wzL6ThDVy7Eqs,0.0,2,0.0251,-4.5939999999999985,1,Right Thurr - Remix/Explicit,46,2003-01-01,0.247,92.105,0.933,2003
0.000184,['Godsmack'],0.245,259133,0.96,0,0bKZa2zldftYPRrSRscmG2,0.00268,7,0.0718,-4.7189999999999985,1,Straight Out Of Line,46,2003-04-08,0.175,184.042,0.3720000000000001,2003
0.00198,['T.I.'],0.584,198027,0.732,1,00qpe8j0FiQhMzPP8asBwP,0.0,1,0.116,-5.276,0,Be Easy,42,2003-08-19,0.236,155.033,0.361,2003
0.797,['Samuel Hernández'],0.446,305173,0.622,0,05gbMX505TQR6U1SGwMYku,3.99e-06,0,0.11,-5.791,1,Faltan 5 para las Doce Llego Jesús,49,2003-01-01,0.0383,129.439,0.28,2003
0.6559999999999999,['Barney'],0.8540000000000001,76187,0.242,0,6cre1y1vEoVdVDUm3zfT9S,0.0,0,0.318,-17.227999999999998,1,ABC Song,45,2003-01-01,0.0645,114.95,0.504,2003
0.00907,['The Postal Service'],0.653,266347,0.818,0,2U7bhB1xvTrsO3v4rInXGn,0.23,5,0.0703,-8.125,1,Such Great Heights,43,2003-02-19,0.047,174.984,0.198,2003
0.0196,['Dropkick Murphys'],0.362,173133,0.949,0,543QuFu0LhPpbIVdrACJd9,0.0,0,0.0854,-3.099,1,Time To Go,47,2003,0.0596,114.079,0.48,2003
0.841,['Miriam Yeung'],0.537,215333,0.385,0,1sWUT5hSawhEctQEQrVQdn,0.0,3,0.0948,-6.216,1,可惜我是水瓶座,55,2003-01-01,0.0391,169.98,0.5539999999999999,2003
0.00223,['Haddaway'],0.619,176027,0.865,0,1d2O0FAl7OrNNu7Ed3bGrK,0.00451,7,0.141,-5.385,0,What Is Love - Radio Edit,53,2003-08-18,0.0339,137.987,0.701,2003
0.00153,['Linkin Park'],0.488,187933,0.995,0,6HZdbb05lEXLvcmee3ZXO2,0.0,1,0.911,-3.096,0,Don't Stay,52,2003-03-24,0.108,90.05799999999998,0.679,2003
0.43,['Las Jilguerillas'],0.5720000000000001,146518,0.468,0,6ef95vgK7yUu6Bg61m2BsJ,1.95e-05,2,0.863,-9.017,1,El Bato Gacho,44,2003-03-18,0.0398,126.165,0.8859999999999999,2003
0.0709,['Klaus Badelt'],0.259,246120,0.532,0,27aOrdzMTju0fdYJTCNDXd,0.934,4,0.107,-8.953,0,Barbossa Is Hungry,45,2003-07-22,0.038,133.864,0.124,2003
0.00025,['Thrice'],0.5589999999999999,188120,0.985,0,37srMbtChDyXYVasOBwb1k,0.0144,10,0.111,-2.678,1,Silhouette,44,2003-01-01,0.154,140.055,0.21600000000000005,2003
0.000705,['Korn'],0.564,189960,0.932,1,19fYhk0wzXqUOoBqkPsYCP,0.000376,9,0.0713,-3.6,1,Right Now,55,2003-11-21,0.109,102.953,0.388,2003
0.0747,['Stacie Orrico'],0.377,221587,0.904,0,2ptt0Eftq3b2jElTRrctrT,0.0,4,0.334,-3.634,0,Stuck,54,2003-01-01,0.307,200.566,0.595,2003
0.000394,['Ween'],0.157,206000,0.784,0,7hMOYUOUMn6oF2j63XJBlr,0.0165,10,0.327,-6.049,1,Transdermal Celebration,42,2003,0.0461,168.63,0.307,2003
0.119,['Death Cab for Cutie'],0.344,332813,0.7759999999999999,0,4sD9nPRNqWww4mADeEfJhi,0.12,11,0.112,-6.638,0,We Looked Like Giants,43,2003,0.0309,87.325,0.316,2003
0.982,['Stan Whitmire'],0.435,218107,0.29100000000000004,0,03o0bsrdp7yimIo8I2tzAZ,0.858,3,0.133,-18.262,1,When You Say Nothing At All,49,2003-01-01,0.0427,159.705,0.285,2003
0.0328,['Slightly Stoopid'],0.7509999999999999,195547,0.804,0,5ViiC7HZCgbsWvzhdGLeIb,5.01e-05,7,0.077,-5.9570000000000025,1,Leaving On A Jetplane,41,2003-03-18,0.0551,87.98200000000001,0.858,2003
0.311,['Jack Johnson'],0.8909999999999999,174840,0.618,0,33kOhqAdX4Jyq1lkkfJz6K,0.00499,4,0.0936,-8.742,0,Holes To Heaven,46,2003-01-01,0.0584,93.041,0.792,2003
0.35,['Mark Schultz'],0.386,255027,0.569,0,6KDUIPBPc1kWCU7aiQ6uGS,0.0,1,0.12,-4.839,1,Letters from War,42,2003-10-14,0.0314,111.62,0.34700000000000003,2003
0.000327,['Yeah Yeah Yeahs'],0.473,155320,0.958,0,0EJHhccadE8UvdZ5wGI1SN,0.00419,4,0.042,-4.373,1,Date With The Night,50,2003-04-29,0.149,139.908,0.242,2003
0.208,['James Brown'],0.841,170507,0.655,0,6Bne501HS96nEeNq8Gn87R,3.05e-06,8,0.29100000000000004,-8.15,1,Get Up I Feel Like Being A Sex Machine - Pt. 1 / Single Version,52,2003-01-01,0.239,108.442,0.865,2003
0.0157,['Radiohead'],0.483,259973,0.5589999999999999,0,3wPLVTqp66miOokxN1cLbm,0.491,5,0.0562,-7.434,0,Sit Down. Stand Up,48,2003,0.0403,161.046,0.52,2003
0.232,"['50 Cent', 'Tony Yayo']",0.8059999999999999,193253,0.8270000000000001,1,2DiWbgsN7153raeyqXw4x8,0.0,5,0.314,-2.237,0,Like My Style,42,2003-02-06,0.336,125.305,0.815,2003
0.527,['Fleetwood Mac'],0.626,240987,0.7909999999999999,0,4ffoKyYY6ElVpxUpE48jOc,4.04e-05,5,0.0952,-5.735,0,Thrown Down,47,2003-04-15,0.0262,129.976,0.8640000000000001,2003
0.0109,"['50 Cent', 'Young Buck']",0.7809999999999999,239987,0.898,1,4ahUqYzrjyTDiJCboEgsL8,0.0,1,0.238,-2.247,1,Blood Hound,42,2003-02-06,0.243,167.833,0.931,2003
0.436,['Julio Jaramillo'],0.706,172400,0.4920000000000001,0,4NjjxA6cgx9aWOXAIaPEpA,0.0,0,0.258,-6.627000000000002,1,Odiame,56,2003,0.0656,83.571,0.586,2003
0.6709999999999999,['Las Jilguerillas'],0.5670000000000001,151998,0.388,0,61BVISArSergd7hwBhMoBJ,0.000819,2,0.32299999999999995,-10.46,1,El Novillo Despuntado,46,2003-03-18,0.0506,186.646,0.965,2003
0.129,['Conjunto Primavera'],0.637,197733,0.794,0,6KfMaLSdCCHy8DwjlMjxqu,0.0,2,0.0697,-1.683,0,Adiós Amor,48,2003-01-01,0.0269,116.117,0.495,2003
0.387,['Dave Matthews'],0.775,168413,0.449,0,64Zpf05raSj7UUP3YecZtp,0.00352,9,0.076,-9.158,1,Oh,41,2003-09-22,0.0316,96.062,0.446,2003
0.237,['Boyzone'],0.452,213253,0.34600000000000003,0,4fb0f72xHM2pFyRDU5M26P,0.0,2,0.162,-9.755,1,Every Day I Love You,58,2003-03-17,0.0264,163.90099999999995,0.349,2003
0.062,['Madonna'],0.792,276360,0.797,0,7DUpuAzGUyJaJB3p9BC3Ms,0.00325,0,0.0896,-5.166,0,Die Another Day,54,2003-04-22,0.0901,123.993,0.491,2003
