year,origin_region,origin,academic_type,students
2010/11,Southeast Asia,Burma/Myanmar,Graduate,156
2010/11,Southeast Asia,Burma/Myanmar,Non-Degree,32
2010/11,Southeast Asia,Burma/Myanmar,OPT,60
2010/11,Southeast Asia,Burma/Myanmar,Undergraduate,548
2010/11,Southeast Asia,Cambodia,Graduate,82
2010/11,Southeast Asia,Cambodia,Non-Degree,30
2010/11,Southeast Asia,Cambodia,OPT,17
2010/11,Southeast Asia,Cambodia,Undergraduate,211
2010/11,Southeast Asia,Indonesia,Graduate,1539
2010/11,Southeast Asia,Indonesia,Non-Degree,204
2010/11,Southeast Asia,Indonesia,OPT,723
2010/11,Southeast Asia,Indonesia,Undergraduate,4476
2010/11,Southeast Asia,Laos,Graduate,17
2010/11,Southeast Asia,Laos,Non-Degree,9
2010/11,Southeast Asia,Laos,OPT,1
2010/11,Southeast Asia,Laos,Undergraduate,22
2010/11,Southeast Asia,Malaysia,Graduate,1413
2010/11,Southeast Asia,Malaysia,Non-Degree,105
2010/11,Southeast Asia,Malaysia,OPT,595
2010/11,Southeast Asia,Malaysia,Undergraduate,4622
2010/11,Southeast Asia,Philippines,Graduate,1251
2010/11,Southeast Asia,Philippines,Non-Degree,154
2010/11,Southeast Asia,Philippines,OPT,337
2010/11,Southeast Asia,Philippines,Undergraduate,1862
2010/11,Southeast Asia,Singapore,Graduate,1519
2010/11,Southeast Asia,Singapore,Non-Degree,304
2010/11,Southeast Asia,Singapore,OPT,357
2010/11,Southeast Asia,Singapore,Undergraduate,2136
2010/11,Southeast Asia,"Southeast Asia, Unspecified",Graduate,0
2010/11,Southeast Asia,"Southeast Asia, Unspecified",Non-Degree,0
2010/11,Southeast Asia,"Southeast Asia, Unspecified",OPT,0
2010/11,Southeast Asia,"Southeast Asia, Unspecified",Undergraduate,0
2010/11,Southeast Asia,Thailand,Graduate,4321
2010/11,Southeast Asia,Thailand,Non-Degree,677
2010/11,Southeast Asia,Thailand,OPT,787
2010/11,Southeast Asia,Thailand,Undergraduate,2451
2010/11,Southeast Asia,TimorLeste,Graduate,6
2010/11,Southeast Asia,TimorLeste,Non-Degree,1
2010/11,Southeast Asia,TimorLeste,OPT,0
2010/11,Southeast Asia,TimorLeste,Undergraduate,41
2010/11,Southeast Asia,Vietnam,Graduate,2420
2010/11,Southeast Asia,Vietnam,Non-Degree,894
2010/11,Southeast Asia,Vietnam,OPT,520
2010/11,Southeast Asia,Vietnam,Undergraduate,11054
2010/11,Southern Africa,Angola,Graduate,35
2010/11,Southern Africa,Angola,Non-Degree,144
2010/11,Southern Africa,Angola,OPT,10
2010/11,Southern Africa,Angola,Undergraduate,510
2010/11,Southern Africa,Botswana,Graduate,59
2010/11,Southern Africa,Botswana,Non-Degree,20
2010/11,Southern Africa,Botswana,OPT,9
2010/11,Southern Africa,Botswana,Undergraduate,141
2010/11,Southern Africa,Comoros,Graduate,10
2010/11,Southern Africa,Comoros,Non-Degree,2
2010/11,Southern Africa,Comoros,OPT,1
2010/11,Southern Africa,Comoros,Undergraduate,10
2010/11,Southern Africa,Eswatini,Graduate,36
2010/11,Southern Africa,Eswatini,Non-Degree,4
2010/11,Southern Africa,Eswatini,OPT,12
2010/11,Southern Africa,Eswatini,Undergraduate,94
2010/11,Southern Africa,Lesotho,Graduate,10
2010/11,Southern Africa,Lesotho,Non-Degree,2
2010/11,Southern Africa,Lesotho,OPT,10
2010/11,Southern Africa,Lesotho,Undergraduate,29
2010/11,Southern Africa,Madagascar,Graduate,51
2010/11,Southern Africa,Madagascar,Non-Degree,7
2010/11,Southern Africa,Madagascar,OPT,11
2010/11,Southern Africa,Madagascar,Undergraduate,77
2010/11,Southern Africa,Malawi,Graduate,98
2010/11,Southern Africa,Malawi,Non-Degree,2
2010/11,Southern Africa,Malawi,OPT,20
2010/11,Southern Africa,Malawi,Undergraduate,149
2010/11,Southern Africa,Mauritius,Graduate,67
2010/11,Southern Africa,Mauritius,Non-Degree,6
2010/11,Southern Africa,Mauritius,OPT,21
2010/11,Southern Africa,Mauritius,Undergraduate,153
2010/11,Southern Africa,Mozambique,Graduate,29
2010/11,Southern Africa,Mozambique,Non-Degree,2
2010/11,Southern Africa,Mozambique,OPT,6
2010/11,Southern Africa,Mozambique,Undergraduate,39
2010/11,Southern Africa,Namibia,Graduate,29
2010/11,Southern Africa,Namibia,Non-Degree,5
2010/11,Southern Africa,Namibia,OPT,9
2010/11,Southern Africa,Namibia,Undergraduate,30
2010/11,Southern Africa,Reunion,Graduate,2
2010/11,Southern Africa,Reunion,Non-Degree,0
2010/11,Southern Africa,Reunion,OPT,0
2010/11,Southern Africa,Reunion,Undergraduate,5
2010/11,Southern Africa,South Africa,Graduate,580
2010/11,Southern Africa,South Africa,Non-Degree,93
2010/11,Southern Africa,South Africa,OPT,150
2010/11,Southern Africa,South Africa,Undergraduate,846
2010/11,Southern Africa,"Southern Africa, Unspecified",Graduate,0
2010/11,Southern Africa,"Southern Africa, Unspecified",Non-Degree,0
2010/11,Southern Africa,"Southern Africa, Unspecified",OPT,0
2010/11,Southern Africa,"Southern Africa, Unspecified",Undergraduate,0
2010/11,Southern Africa,Zambia,Graduate,142
2010/11,Southern Africa,Zambia,Non-Degree,9
2010/11,Southern Africa,Zambia,OPT,59
2010/11,Southern Africa,Zambia,Undergraduate,350
2010/11,Southern Africa,Zimbabwe,Graduate,351
2010/11,Southern Africa,Zimbabwe,Non-Degree,15
2010/11,Southern Africa,Zimbabwe,OPT,124
2010/11,Southern Africa,Zimbabwe,Undergraduate,645
2010/11,Stateless,Stateless,Graduate,3
2010/11,Stateless,Stateless,Non-Degree,1
2010/11,Stateless,Stateless,OPT,1
2010/11,Stateless,Stateless,Undergraduate,5
2010/11,West Africa,Benin,Graduate,66
2010/11,West Africa,Benin,Non-Degree,19
2010/11,West Africa,Benin,OPT,15
2010/11,West Africa,Benin,Undergraduate,189
2010/11,West Africa,Burkina Faso,Graduate,108
2010/11,West Africa,Burkina Faso,Non-Degree,52
2010/11,West Africa,Burkina Faso,OPT,30
2010/11,West Africa,Burkina Faso,Undergraduate,436
2010/11,West Africa,Cabo Verde,Graduate,5
2010/11,West Africa,Cabo Verde,Non-Degree,2
2010/11,West Africa,Cabo Verde,OPT,5
2010/11,West Africa,Cabo Verde,Undergraduate,43
2010/11,West Africa,Côte d’Ivoire,Graduate,154
2010/11,West Africa,Côte d’Ivoire,Non-Degree,57
2010/11,West Africa,Côte d’Ivoire,OPT,59
2010/11,West Africa,Côte d’Ivoire,Undergraduate,634
2010/11,West Africa,"Gambia, The",Graduate,40
2010/11,West Africa,"Gambia, The",Non-Degree,13
2010/11,West Africa,"Gambia, The",OPT,35
2010/11,West Africa,"Gambia, The",Undergraduate,297
2010/11,West Africa,Ghana,Graduate,1316
2010/11,West Africa,Ghana,Non-Degree,49
2010/11,West Africa,Ghana,OPT,326
2010/11,West Africa,Ghana,Undergraduate,1209
2010/11,West Africa,Guinea,Graduate,26
2010/11,West Africa,Guinea,Non-Degree,6
2010/11,West Africa,Guinea,OPT,12
2010/11,West Africa,Guinea,Undergraduate,95
2010/11,West Africa,GuineaBissau,Graduate,1
2010/11,West Africa,GuineaBissau,Non-Degree,1
2010/11,West Africa,GuineaBissau,OPT,1
2010/11,West Africa,GuineaBissau,Undergraduate,9
2010/11,West Africa,Liberia,Graduate,70
2010/11,West Africa,Liberia,Non-Degree,6
2010/11,West Africa,Liberia,OPT,5
2010/11,West Africa,Liberia,Undergraduate,91
2010/11,West Africa,Mali,Graduate,84
2010/11,West Africa,Mali,Non-Degree,60
2010/11,West Africa,Mali,OPT,40
2010/11,West Africa,Mali,Undergraduate,297
2010/11,West Africa,Mauritania,Graduate,14
2010/11,West Africa,Mauritania,Non-Degree,13
2010/11,West Africa,Mauritania,OPT,5
2010/11,West Africa,Mauritania,Undergraduate,28
2010/11,West Africa,Niger,Graduate,59
2010/11,West Africa,Niger,Non-Degree,12
2010/11,West Africa,Niger,OPT,11
2010/11,West Africa,Niger,Undergraduate,165
2010/11,West Africa,Nigeria,Graduate,2454
2010/11,West Africa,Nigeria,Non-Degree,123
2010/11,West Africa,Nigeria,OPT,799
2010/11,West Africa,Nigeria,Undergraduate,3772
2010/11,West Africa,Saint Helena,Graduate,1
2010/11,West Africa,Saint Helena,Non-Degree,3
2010/11,West Africa,Saint Helena,OPT,0
2010/11,West Africa,Saint Helena,Undergraduate,0
2010/11,West Africa,Senegal,Graduate,128
2010/11,West Africa,Senegal,Non-Degree,34
2010/11,West Africa,Senegal,OPT,54
2010/11,West Africa,Senegal,Undergraduate,384
2010/11,West Africa,Sierra Leone,Graduate,66
2010/11,West Africa,Sierra Leone,Non-Degree,4
2010/11,West Africa,Sierra Leone,OPT,7
2010/11,West Africa,Sierra Leone,Undergraduate,106
2010/11,West Africa,Togo,Graduate,68
2010/11,West Africa,Togo,Non-Degree,10
2010/11,West Africa,Togo,OPT,20
2010/11,West Africa,Togo,Undergraduate,143
2010/11,West Africa,"West Africa, Unspecified",Graduate,0
2010/11,West Africa,"West Africa, Unspecified",Non-Degree,0
2010/11,West Africa,"West Africa, Unspecified",OPT,0
2010/11,West Africa,"West Africa, Unspecified",Undergraduate,0
2011/12,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Graduate,0
2011/12,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Non-Degree,0
2011/12,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",OPT,0
2011/12,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Undergraduate,0
2011/12,Asia,"Asia, Unspecified",Graduate,0
2011/12,Asia,"Asia, Unspecified",Non-Degree,0
2011/12,Asia,"Asia, Unspecified",OPT,0
2011/12,Asia,"Asia, Unspecified",Undergraduate,0
2011/12,Caribbean,Anguilla,Graduate,3
2011/12,Caribbean,Anguilla,Non-Degree,0
2011/12,Caribbean,Anguilla,OPT,1
2011/12,Caribbean,Anguilla,Undergraduate,25
2011/12,Caribbean,Antigua and Barbuda,Graduate,34
2011/12,Caribbean,Antigua and Barbuda,Non-Degree,3
2011/12,Caribbean,Antigua and Barbuda,OPT,5
2011/12,Caribbean,Antigua and Barbuda,Undergraduate,141
2011/12,Caribbean,Aruba,Graduate,13
2011/12,Caribbean,Aruba,Non-Degree,1
2011/12,Caribbean,Aruba,OPT,8
2011/12,Caribbean,Aruba,Undergraduate,45
2011/12,Caribbean,Bahamas,Graduate,304
2011/12,Caribbean,Bahamas,Non-Degree,13
2011/12,Caribbean,Bahamas,OPT,135
2011/12,Caribbean,Bahamas,Undergraduate,1285
2011/12,Caribbean,Barbados,Graduate,84
2011/12,Caribbean,Barbados,Non-Degree,10
2011/12,Caribbean,Barbados,OPT,24
2011/12,Caribbean,Barbados,Undergraduate,149
2011/12,Caribbean,Bermuda,Graduate,75
2011/12,Caribbean,Bermuda,Non-Degree,3
2011/12,Caribbean,Bermuda,OPT,15
2011/12,Caribbean,Bermuda,Undergraduate,296
2011/12,Caribbean,British Virgin Islands,Graduate,7
2011/12,Caribbean,British Virgin Islands,Non-Degree,1
2011/12,Caribbean,British Virgin Islands,OPT,11
2011/12,Caribbean,British Virgin Islands,Undergraduate,97
2011/12,Caribbean,"Caribbean, Unspecified",Graduate,0
2011/12,Caribbean,"Caribbean, Unspecified",Non-Degree,0
2011/12,Caribbean,"Caribbean, Unspecified",OPT,0
2011/12,Caribbean,"Caribbean, Unspecified",Undergraduate,0
2011/12,Caribbean,Cayman Islands,Graduate,17
2011/12,Caribbean,Cayman Islands,Non-Degree,0
2011/12,Caribbean,Cayman Islands,OPT,3
2011/12,Caribbean,Cayman Islands,Undergraduate,161
2011/12,Caribbean,Cuba,Graduate,12
2011/12,Caribbean,Cuba,Non-Degree,7
2011/12,Caribbean,Cuba,OPT,0
2011/12,Caribbean,Cuba,Undergraduate,38
2011/12,Caribbean,Dominica,Graduate,55
2011/12,Caribbean,Dominica,Non-Degree,6
2011/12,Caribbean,Dominica,OPT,37
2011/12,Caribbean,Dominica,Undergraduate,163
2011/12,Caribbean,Dominican Republic,Graduate,382
2011/12,Caribbean,Dominican Republic,Non-Degree,174
2011/12,Caribbean,Dominican Republic,OPT,102
2011/12,Caribbean,Dominican Republic,Undergraduate,952
2011/12,Caribbean,Grenada,Graduate,71
2011/12,Caribbean,Grenada,Non-Degree,7
2011/12,Caribbean,Grenada,OPT,36
2011/12,Caribbean,Grenada,Undergraduate,147
2011/12,Caribbean,Guadeloupe,Graduate,4
2011/12,Caribbean,Guadeloupe,Non-Degree,1
2011/12,Caribbean,Guadeloupe,OPT,0
2011/12,Caribbean,Guadeloupe,Undergraduate,10
2011/12,Caribbean,Haiti,Graduate,124
2011/12,Caribbean,Haiti,Non-Degree,73
2011/12,Caribbean,Haiti,OPT,21
2011/12,Caribbean,Haiti,Undergraduate,671
2011/12,Caribbean,Jamaica,Graduate,750
2011/12,Caribbean,Jamaica,Non-Degree,36
2011/12,Caribbean,Jamaica,OPT,350
2011/12,Caribbean,Jamaica,Undergraduate,1558
2011/12,Caribbean,Martinique,Graduate,1
2011/12,Caribbean,Martinique,Non-Degree,0
2011/12,Caribbean,Martinique,OPT,0
2011/12,Caribbean,Martinique,Undergraduate,2
2011/12,Caribbean,Montserrat,Graduate,1
2011/12,Caribbean,Montserrat,Non-Degree,0
2011/12,Caribbean,Montserrat,OPT,0
2011/12,Caribbean,Montserrat,Undergraduate,1
2011/12,Caribbean,Netherlands Antilles,Graduate,31
2011/12,Caribbean,Netherlands Antilles,Non-Degree,3
2011/12,Caribbean,Netherlands Antilles,OPT,3
2011/12,Caribbean,Netherlands Antilles,Undergraduate,118
2011/12,Caribbean,St. Kitts and Nevis,Graduate,54
2011/12,Caribbean,St. Kitts and Nevis,Non-Degree,2
2011/12,Caribbean,St. Kitts and Nevis,OPT,15
2011/12,Caribbean,St. Kitts and Nevis,Undergraduate,198
2011/12,Caribbean,St. Lucia,Graduate,106
2011/12,Caribbean,St. Lucia,Non-Degree,3
2011/12,Caribbean,St. Lucia,OPT,32
2011/12,Caribbean,St. Lucia,Undergraduate,211
2011/12,Caribbean,St. Vincent and the Grenadines,Graduate,30
2011/12,Caribbean,St. Vincent and the Grenadines,Non-Degree,0
2011/12,Caribbean,St. Vincent and the Grenadines,OPT,5
2011/12,Caribbean,St. Vincent and the Grenadines,Undergraduate,60
2011/12,Caribbean,Trinidad and Tobago,Graduate,598
2011/12,Caribbean,Trinidad and Tobago,Non-Degree,21
2011/12,Caribbean,Trinidad and Tobago,OPT,215
2011/12,Caribbean,Trinidad and Tobago,Undergraduate,855
2011/12,Caribbean,Turks and Caicos,Graduate,4
2011/12,Caribbean,Turks and Caicos,Non-Degree,0
2011/12,Caribbean,Turks and Caicos,OPT,15
2011/12,Caribbean,Turks and Caicos,Undergraduate,36
2011/12,Central Africa,Cameroon,Graduate,428
2011/12,Central Africa,Cameroon,Non-Degree,61
2011/12,Central Africa,Cameroon,OPT,137
2011/12,Central Africa,Cameroon,Undergraduate,904
2011/12,Central Africa,"Central Africa, Unspecified",Graduate,0
2011/12,Central Africa,"Central Africa, Unspecified",Non-Degree,0
2011/12,Central Africa,"Central Africa, Unspecified",OPT,0
2011/12,Central Africa,"Central Africa, Unspecified",Undergraduate,0
2011/12,Central Africa,Central African Republic,Graduate,2
2011/12,Central Africa,Central African Republic,Non-Degree,5
2011/12,Central Africa,Central African Republic,OPT,1
2011/12,Central Africa,Central African Republic,Undergraduate,20
2011/12,Central Africa,Chad,Graduate,22
2011/12,Central Africa,Chad,Non-Degree,5
2011/12,Central Africa,Chad,OPT,5
2011/12,Central Africa,Chad,Undergraduate,52
2011/12,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Graduate,47
2011/12,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Non-Degree,40
2011/12,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",OPT,13
2011/12,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Undergraduate,220
2011/12,Central Africa,"Congo, Republic of the (Brazzaville)",Graduate,46
2011/12,Central Africa,"Congo, Republic of the (Brazzaville)",Non-Degree,28
2011/12,Central Africa,"Congo, Republic of the (Brazzaville)",OPT,26
2011/12,Central Africa,"Congo, Republic of the (Brazzaville)",Undergraduate,149
2011/12,Central Africa,Equatorial Guinea,Graduate,6
2011/12,Central Africa,Equatorial Guinea,Non-Degree,27
2011/12,Central Africa,Equatorial Guinea,OPT,1
2011/12,Central Africa,Equatorial Guinea,Undergraduate,130
2011/12,Central Africa,Gabon,Graduate,41
2011/12,Central Africa,Gabon,Non-Degree,28
2011/12,Central Africa,Gabon,OPT,17
2011/12,Central Africa,Gabon,Undergraduate,316
2011/12,Central Africa,São Tomé and Príncipe,Graduate,0
2011/12,Central Africa,São Tomé and Príncipe,Non-Degree,0
2011/12,Central Africa,São Tomé and Príncipe,OPT,0
2011/12,Central Africa,São Tomé and Príncipe,Undergraduate,1
2011/12,East Africa,Burundi,Graduate,9
2011/12,East Africa,Burundi,Non-Degree,8
2011/12,East Africa,Burundi,OPT,11
2011/12,East Africa,Burundi,Undergraduate,75
2011/12,East Africa,Djibouti,Graduate,4
2011/12,East Africa,Djibouti,Non-Degree,0
2011/12,East Africa,Djibouti,OPT,0
2011/12,East Africa,Djibouti,Undergraduate,4
2011/12,East Africa,"East Africa, Unspecified",Graduate,0
2011/12,East Africa,"East Africa, Unspecified",Non-Degree,0
2011/12,East Africa,"East Africa, Unspecified",OPT,0
2011/12,East Africa,"East Africa, Unspecified",Undergraduate,0
2011/12,East Africa,Eritrea,Graduate,70
2011/12,East Africa,Eritrea,Non-Degree,1
2011/12,East Africa,Eritrea,OPT,4
2011/12,East Africa,Eritrea,Undergraduate,35
2011/12,East Africa,Ethiopia,Graduate,497
2011/12,East Africa,Ethiopia,Non-Degree,37
2011/12,East Africa,Ethiopia,OPT,122
2011/12,East Africa,Ethiopia,Undergraduate,678
2011/12,East Africa,Kenya,Graduate,1216
2011/12,East Africa,Kenya,Non-Degree,80
2011/12,East Africa,Kenya,OPT,457
2011/12,East Africa,Kenya,Undergraduate,2145
2011/12,East Africa,Rwanda,Graduate,106
2011/12,East Africa,Rwanda,Non-Degree,22
2011/12,East Africa,Rwanda,OPT,24
2011/12,East Africa,Rwanda,Undergraduate,313
2011/12,East Africa,Seychelles,Graduate,3
2011/12,East Africa,Seychelles,Non-Degree,0
2011/12,East Africa,Seychelles,OPT,1
2011/12,East Africa,Seychelles,Undergraduate,6
2011/12,East Africa,Somalia,Graduate,18
2011/12,East Africa,Somalia,Non-Degree,0
2011/12,East Africa,Somalia,OPT,1
2011/12,East Africa,Somalia,Undergraduate,15
2011/12,East Africa,Sudan,Graduate,79
2011/12,East Africa,Sudan,Non-Degree,15
2011/12,East Africa,Sudan,OPT,9
2011/12,East Africa,Sudan,Undergraduate,77
2011/12,East Africa,Tanzania,Graduate,243
2011/12,East Africa,Tanzania,Non-Degree,18
2011/12,East Africa,Tanzania,OPT,102
2011/12,East Africa,Tanzania,Undergraduate,543
2011/12,East Africa,Uganda,Graduate,327
2011/12,East Africa,Uganda,Non-Degree,18
2011/12,East Africa,Uganda,OPT,83
2011/12,East Africa,Uganda,Undergraduate,351
2011/12,East Asia,China,Graduate,88429
2011/12,East Asia,China,Non-Degree,12690
2011/12,East Asia,China,OPT,18394
2011/12,East Asia,China,Undergraduate,74516
2011/12,East Asia,"East Asia, Unspecified",Graduate,0
2011/12,East Asia,"East Asia, Unspecified",Non-Degree,0
2011/12,East Asia,"East Asia, Unspecified",OPT,0
2011/12,East Asia,"East Asia, Unspecified",Undergraduate,0
2011/12,East Asia,Hong Kong,Graduate,1105
2011/12,East Asia,Hong Kong,Non-Degree,523
2011/12,East Asia,Hong Kong,OPT,731
2011/12,East Asia,Hong Kong,Undergraduate,5673
2011/12,East Asia,Japan,Graduate,4403
2011/12,East Asia,Japan,Non-Degree,4611
2011/12,East Asia,Japan,OPT,1593
2011/12,East Asia,Japan,Undergraduate,9359
2011/12,East Asia,Macau,Graduate,60
2011/12,East Asia,Macau,Non-Degree,32
2011/12,East Asia,Macau,OPT,50
2011/12,East Asia,Macau,Undergraduate,363
2011/12,East Asia,Mongolia,Graduate,260
2011/12,East Asia,Mongolia,Non-Degree,120
2011/12,East Asia,Mongolia,OPT,128
2011/12,East Asia,Mongolia,Undergraduate,915
2011/12,East Asia,North Korea,Graduate,2
2011/12,East Asia,North Korea,Non-Degree,0
2011/12,East Asia,North Korea,OPT,1
2011/12,East Asia,North Korea,Undergraduate,12
2011/12,East Asia,South Korea,Graduate,21260
2011/12,East Asia,South Korea,Non-Degree,6996
2011/12,East Asia,South Korea,OPT,5807
2011/12,East Asia,South Korea,Undergraduate,38232
2011/12,East Asia,Taiwan,Graduate,12007
2011/12,East Asia,Taiwan,Non-Degree,1866
2011/12,East Asia,Taiwan,OPT,3377
2011/12,East Asia,Taiwan,Undergraduate,6000
2011/12,Europe,Albania,Graduate,181
2011/12,Europe,Albania,Non-Degree,31
2011/12,Europe,Albania,OPT,86
2011/12,Europe,Albania,Undergraduate,361
2011/12,Europe,Andorra,Graduate,10
2011/12,Europe,Andorra,Non-Degree,2
2011/12,Europe,Andorra,OPT,1
2011/12,Europe,Andorra,Undergraduate,11
2011/12,Europe,Armenia,Graduate,184
2011/12,Europe,Armenia,Non-Degree,35
2011/12,Europe,Armenia,OPT,36
2011/12,Europe,Armenia,Undergraduate,108
2011/12,Europe,Austria,Graduate,315
2011/12,Europe,Austria,Non-Degree,326
2011/12,Europe,Austria,OPT,48
2011/12,Europe,Austria,Undergraduate,300
2011/12,Europe,Azerbaijan,Graduate,161
2011/12,Europe,Azerbaijan,Non-Degree,35
2011/12,Europe,Azerbaijan,OPT,52
2011/12,Europe,Azerbaijan,Undergraduate,212
2011/12,Europe,Belarus,Graduate,133
2011/12,Europe,Belarus,Non-Degree,29
2011/12,Europe,Belarus,OPT,38
2011/12,Europe,Belarus,Undergraduate,158
2011/12,Europe,Belgium,Graduate,286
2011/12,Europe,Belgium,Non-Degree,150
2011/12,Europe,Belgium,OPT,73
2011/12,Europe,Belgium,Undergraduate,371
2011/12,Europe,Bosnia and Herzegovina,Graduate,69
2011/12,Europe,Bosnia and Herzegovina,Non-Degree,16
2011/12,Europe,Bosnia and Herzegovina,OPT,28
2011/12,Europe,Bosnia and Herzegovina,Undergraduate,228
2011/12,Europe,Bulgaria,Graduate,710
2011/12,Europe,Bulgaria,Non-Degree,54
2011/12,Europe,Bulgaria,OPT,307
2011/12,Europe,Bulgaria,Undergraduate,623
2011/12,Europe,Croatia,Graduate,219
2011/12,Europe,Croatia,Non-Degree,20
2011/12,Europe,Croatia,OPT,52
2011/12,Europe,Croatia,Undergraduate,261
2011/12,Europe,Cyprus,Graduate,232
2011/12,Europe,Cyprus,Non-Degree,12
2011/12,Europe,Cyprus,OPT,32
2011/12,Europe,Cyprus,Undergraduate,162
2011/12,Europe,Czechia/Czech Republic,Graduate,212
2011/12,Europe,Czechia/Czech Republic,Non-Degree,94
2011/12,Europe,Czechia/Czech Republic,OPT,61
2011/12,Europe,Czechia/Czech Republic,Undergraduate,334
2011/12,Europe,Denmark,Graduate,251
2011/12,Europe,Denmark,Non-Degree,514
2011/12,Europe,Denmark,OPT,82
2011/12,Europe,Denmark,Undergraduate,386
2011/12,Europe,Estonia,Graduate,80
2011/12,Europe,Estonia,Non-Degree,30
2011/12,Europe,Estonia,OPT,22
2011/12,Europe,Estonia,Undergraduate,109
2011/12,Europe,"Europe, Unspecified",Graduate,6
2011/12,Europe,"Europe, Unspecified",Non-Degree,0
2011/12,Europe,"Europe, Unspecified",OPT,1
2011/12,Europe,"Europe, Unspecified",Undergraduate,11
2011/12,Europe,Finland,Graduate,140
2011/12,Europe,Finland,Non-Degree,140
2011/12,Europe,Finland,OPT,40
2011/12,Europe,Finland,Undergraduate,320
2011/12,Europe,France,Graduate,2579
2011/12,Europe,France,Non-Degree,2127
2011/12,Europe,France,OPT,781
2011/12,Europe,France,Undergraduate,2745
2011/12,Europe,Georgia,Graduate,176
2011/12,Europe,Georgia,Non-Degree,44
2011/12,Europe,Georgia,OPT,53
2011/12,Europe,Georgia,Undergraduate,208
2011/12,Europe,Germany,Graduate,3181
2011/12,Europe,Germany,Non-Degree,2439
2011/12,Europe,Germany,OPT,628
2011/12,Europe,Germany,Undergraduate,3099
2011/12,Europe,Gibraltar,Graduate,0
2011/12,Europe,Gibraltar,Non-Degree,1
2011/12,Europe,Gibraltar,OPT,1
2011/12,Europe,Gibraltar,Undergraduate,2
2011/12,Europe,Greece,Graduate,1132
2011/12,Europe,Greece,Non-Degree,55
2011/12,Europe,Greece,OPT,271
2011/12,Europe,Greece,Undergraduate,464
2011/12,Europe,Holy See,Graduate,0
2011/12,Europe,Holy See,Non-Degree,0
2011/12,Europe,Holy See,OPT,0
2011/12,Europe,Holy See,Undergraduate,1
2011/12,Europe,Hungary,Graduate,280
2011/12,Europe,Hungary,Non-Degree,58
2011/12,Europe,Hungary,OPT,61
2011/12,Europe,Hungary,Undergraduate,256
2011/12,Europe,Iceland,Graduate,179
2011/12,Europe,Iceland,Non-Degree,40
2011/12,Europe,Iceland,OPT,38
2011/12,Europe,Iceland,Undergraduate,134
2011/12,Europe,Ireland,Graduate,356
2011/12,Europe,Ireland,Non-Degree,260
2011/12,Europe,Ireland,OPT,98
2011/12,Europe,Ireland,Undergraduate,392
2011/12,Europe,Italy,Graduate,1900
2011/12,Europe,Italy,Non-Degree,736
2011/12,Europe,Italy,OPT,492
2011/12,Europe,Italy,Undergraduate,1156
2011/12,Europe,Kosovo,Graduate,31
2011/12,Europe,Kosovo,Non-Degree,12
2011/12,Europe,Kosovo,OPT,11
2011/12,Europe,Kosovo,Undergraduate,60
2011/12,Europe,Latvia,Graduate,84
2011/12,Europe,Latvia,Non-Degree,20
2011/12,Europe,Latvia,OPT,40
2011/12,Europe,Latvia,Undergraduate,164
2011/12,Europe,Liechtenstein,Graduate,2
2011/12,Europe,Liechtenstein,Non-Degree,9
2011/12,Europe,Liechtenstein,OPT,1
2011/12,Europe,Liechtenstein,Undergraduate,2
2011/12,Europe,Lithuania,Graduate,82
2011/12,Europe,Lithuania,Non-Degree,20
2011/12,Europe,Lithuania,OPT,36
2011/12,Europe,Lithuania,Undergraduate,150
2011/12,Europe,Luxembourg,Graduate,20
2011/12,Europe,Luxembourg,Non-Degree,9
2011/12,Europe,Luxembourg,OPT,5
2011/12,Europe,Luxembourg,Undergraduate,34
2011/12,Europe,Malta,Graduate,19
2011/12,Europe,Malta,Non-Degree,9
2011/12,Europe,Malta,OPT,1
2011/12,Europe,Malta,Undergraduate,12
2011/12,Europe,Moldova,Graduate,130
2011/12,Europe,Moldova,Non-Degree,28
2011/12,Europe,Moldova,OPT,49
2011/12,Europe,Moldova,Undergraduate,209
2011/12,Europe,Monaco,Graduate,6
2011/12,Europe,Monaco,Non-Degree,1
2011/12,Europe,Monaco,OPT,1
2011/12,Europe,Monaco,Undergraduate,35
2011/12,Europe,Montenegro,Graduate,26
2011/12,Europe,Montenegro,Non-Degree,12
2011/12,Europe,Montenegro,OPT,12
2011/12,Europe,Montenegro,Undergraduate,62
2011/12,Europe,Netherlands,Graduate,518
2011/12,Europe,Netherlands,Non-Degree,531
2011/12,Europe,Netherlands,OPT,118
2011/12,Europe,Netherlands,Undergraduate,808
2011/12,Europe,North Macedonia,Graduate,94
2011/12,Europe,North Macedonia,Non-Degree,7
2011/12,Europe,North Macedonia,OPT,22
2011/12,Europe,North Macedonia,Undergraduate,99
2011/12,Europe,Norway,Graduate,360
2011/12,Europe,Norway,Non-Degree,422
2011/12,Europe,Norway,OPT,81
2011/12,Europe,Norway,Undergraduate,1153
2011/12,Europe,Poland,Graduate,649
